id,title,release_date,genres,original_language,original_title,imdb_id,vote_count,revenue,runtime,adult,budget,popularity,release_year,log_budget,log_gross,gross_to_budget_ratio,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,vote_average
27205,Inception,2010-07-15,Action|Science Fiction|Adventure,en,Inception,tt1375666,34495,825532764,148,False,160000000,83.952,2010,18.8906843794481,20.531539511633092,5.159579775,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.364
155,The Dark Knight,2008-07-16,Drama|Action|Crime|Thriller,en,The Dark Knight,tt0468569,30619,1004558444,152,False,185000000,130.643,2008,19.035866388448003,20.727813923702396,5.430045643243243,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.512
19995,Avatar,2009-12-15,Action|Adventure|Fantasy|Science Fiction,en,Avatar,tt0499549,29815,2923706026,162,False,237000000,79.932,2009,19.283570703318816,21.796117835817967,12.336312345991562,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7.573
550,Fight Club,1999-10-15,Drama,en,Fight Club,tt0137523,27238,100853753,139,False,63000000,69.498,1999,17.958645300228824,18.42918204527112,1.6008532222222223,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.438
680,Pulp Fiction,1994-09-10,Thriller|Crime,en,Pulp Fiction,tt0110912,25893,213900000,154,False,8500000,74.862,1994,15.955576839107596,19.181019178727716,25.16470588235294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.488
13,Forrest Gump,1994-06-23,Comedy|Drama|Romance,en,Forrest Gump,tt0109830,25409,677387716,142,False,55000000,92.693,1994,17.822843761378564,20.333754365617857,12.316140290909091,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.477
671,Harry Potter and the Philosopher's Stone,2001-11-16,Adventure|Fantasy,en,Harry Potter and the Philosopher's Stone,tt0241527,25379,976475550,152,False,125000000,185.482,2001,18.643824303266577,20.699460270589174,7.8118044,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.916
1726,Iron Man,2008-04-30,Action|Science Fiction|Adventure,en,Iron Man,tt0371746,24874,585174222,126,False,140000000,72.897,2008,18.757152987716434,20.18742017795144,4.179815871428572,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.64
278,The Shawshank Redemption,1994-09-23,Drama|Crime,en,The Shawshank Redemption,tt0111161,24649,28341469,142,False,25000000,122.61,1994,17.034386422832473,17.1598366610298,1.13365876,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.702
603,The Matrix,1999-03-30,Action|Science Fiction,en,The Matrix,tt0133093,23815,463517383,136,False,63000000,78.564,1999,17.958645300228824,19.95435444819997,7.357418777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.206
