id,title,release_date,genres,original_language,original_title,imdb_id,vote_count,revenue,runtime,adult,budget,popularity,release_year,log_budget,log_gross,gross_to_budget_ratio,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_Thriller,genre_War,genre_Western,vote_average
775,A Trip to the Moon,1902-04-17,Adventure|Science Fiction,fr,Le Voyage dans la Lune,tt0000417,1580,0,15,False,5985,17.886,1902,8.697178688412643,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.9
5698,The Great Train Robbery,1903-12-07,Crime|Action|Western,en,The Great Train Robbery,tt0000439,547,0,12,False,150,10.511,1903,5.017279836814924,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0
2963,The Impossible Voyage,1904-10-01,Adventure|Comedy|Fantasy|Science Fiction,fr,Le voyage à travers l'impossible,tt0000499,166,0,20,False,7500,7.402,1904,8.922791623969637,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.256
94643,Rescued by Rover,1905-07-03,Drama,en,Rescued by Rover,tt0000498,37,0,7,False,37,1.696,1905,3.6375861597263857,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.216
751212,The Musician Monkey,1878-05-07,Animation,xx,Le Singe Musicien,tt12592084,21,0,1,False,153,1.031,1878,5.0369526024136295,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.048
113260,Ben Hur,1907-12-07,Adventure|Drama|History,en,Ben Hur,tt0000582,19,0,15,False,500,1.863,1907,6.2166061010848646,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.7
427238,Lancers Under the Earl of Airlie Fording the Modder River,1900-11-22,,en,Lancers Under the Earl of Airlie Fording the Modder River,tt2388778,2,0,1,False,1,0.6,1900,0.6931471805599453,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
1492510,Juliet and Romeo - 1231 ☆*: .｡. o(≧▽≦)o .｡.:*☆ UwU,1800-01-01,,la,Juliet and Romeo - 1231 ☆*: .｡. o(≧▽≦)o .｡.:*☆ UwU,,0,4999999999,0,False,1,0.0071,1800,0.6931471805599453,22.33270374938051,4999999999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1482890,Man in the Dunes #2,1900-01-01,Western,en,Man in the Dunes #2,,0,11,25,False,8,0.0357,1900,2.1972245773362196,2.4849066497880004,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1578271,And,1890-11-13,Drama|Comedy|Documentary,fr,And,,0,0,0,False,1,0.05,1890,0.6931471805599453,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1381714,New York Stories: Life Lessons,1898-03-10,Drama|Comedy|Romance,en,New York Stories: Life Lessons,,0,10000000,42,False,15000000,0.901,1898,16.52356082573315,16.118095750958314,0.6666666666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0
