id,title,release_date,genres,original_language,original_title,imdb_id,vote_count,revenue,runtime,adult,budget,popularity,release_year,log_budget,log_gross,gross_to_budget_ratio,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,vote_average
19,Metropolis,1927-02-06,Drama|Science Fiction,de,Metropolis,tt0017136,2430,650422,149,False,1300000,22.817,1927,14.077875591662238,13.385378199444116,0.5003246153846154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8.153
10098,The Kid,1921-01-21,Comedy|Drama,en,The Kid,tt0012349,1874,2500000,68,False,250000,11.172,1921,12.429220196836383,14.731801689838349,10.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.195
775,A Trip to the Moon,1902-04-17,Adventure|Science Fiction,fr,Le Voyage dans la Lune,tt0000417,1580,0,15,False,5985,17.886,1902,8.697178688412643,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.9
962,The Gold Rush,1925-07-12,Adventure|Comedy|Drama,en,The Gold Rush,tt0015864,1430,4000000,95,False,923000,14.354,1925,13.73538559690802,15.201805169084134,4.333694474539545,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.025
234,The Cabinet of Dr. Caligari,1920-02-27,Drama|Horror|Thriller|Crime,de,Das Cabinet des Dr. Caligari,tt0010323,1373,8811,78,False,18000,13.887,1920,9.798182590890704,9.083869707922235,0.4895,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,8.0
961,The General,1926-12-25,Comedy|War|Adventure|Action,en,The General,tt0017925,1085,1000000,79,False,750000,13.777,1926,13.527829818844937,13.815511557963774,1.3333333333333333,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.982
28978,The Circus,1928-01-06,Comedy|Romance,en,The Circus,tt0018773,706,0,72,False,9000000,10.148,1928,16.012735246411598,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.005
5698,The Great Train Robbery,1903-12-07,Crime|Action|Western,en,The Great Train Robbery,tt0000439,547,0,12,False,150,10.511,1903,5.017279836814924,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0
618,The Birth of a Nation,1915-02-08,Drama|History|War,en,The Birth of a Nation,tt0004972,482,11000000,193,False,100000,13.791,1915,11.51293546492023,16.213405921671733,110.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.034
53565,Steamboat Willie,1928-11-18,Animation|Music|Comedy|Family,en,Steamboat Willie,tt0019422,461,0,7,False,4986,14.667,1928,8.514589805546123,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7.298
22596,Safety Last!,1923-04-01,Comedy|Romance|Thriller,en,Safety Last!,tt0014429,436,1500000,74,False,121000,11.505,1923,11.703554089007538,14.220976332738882,12.396694214876034,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.849
57283,Häxan,1922-09-18,Documentary|Horror|History,sv,Häxan,tt0013257,320,0,105,False,220000,12.817,1922,12.301387370778713,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7.613
3059,Intolerance: Love's Struggle Throughout the Ages,1916-09-04,Drama|History,en,Intolerance: Love's Struggle Throughout the Ages,tt0006864,302,1750000,197,False,385907,10.04,1916,12.863354278070094,14.375126917328105,4.5347713309165165,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.118
669,Nanook of the North,1922-06-11,Documentary,en,Nanook of the North,tt0013427,269,0,79,False,53000,11.341,1922,10.87806606028079,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
28966,Wings,1927-08-12,Drama|Action|War|Romance,en,Wings,tt0018578,241,3600000,141,False,2000000,10.817,1927,14.508658238524095,15.096444681204078,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7.205
939,The Jazz Singer,1928-02-04,Drama|Music,en,The Jazz Singer,tt0018037,183,2600000,89,False,422000,13.418,1928,12.952762962683588,14.77102238760702,6.161137440758294,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6.1
