rmse,mae,r2,model,split
1.8607783185906006,1.1901049556765708,0.4355350152053963,linear,1
1.9807865027150613,1.3230408601582038,0.36037847790042155,poly_deg_2,1
0.9706918605863333,0.6283109354982968,0.846393176422759,lgbm,1
1.702911335287426,1.05125649653484,0.4867283235287435,linear,2
1.8215244479458135,1.1514906354036811,0.4127361931549073,poly_deg_2,2
0.8845369140416496,0.5705190100760709,0.8615174185532057,lgbm,2
1.6942002041567559,1.064349691925003,0.4128344584559748,linear,3
1.93937899576657,1.2032371669029023,0.2305923916138508,poly_deg_2,3
0.8302605583561945,0.5394167981696473,0.8589867521378806,lgbm,3
2.2945457201578776,1.345607648694835,0.0630576654287649,linear,4
2.309910864681239,1.3816865381874657,0.05046741226326679,poly_deg_2,4
0.9450048194740587,0.6019608605168854,0.8410767353584956,lgbm,4
2.346430798063113,1.3807759966402895,0.2004023785850334,linear,5
2.497790914644332,1.5732348221817842,0.09391663734096167,poly_deg_2,5
0.9320961552050692,0.5792838212327681,0.873823805172639,lgbm,5
1.6669799831436152,1.0924659367896894,0.5832541841700218,linear,6
1.8506196081949742,1.2656319423690157,0.48637660500501834,poly_deg_2,6
0.7808547971315121,0.5080133870627247,0.9085568782821664,lgbm,6
1.6574093657072622,1.0376482575694375,0.5553880853585274,linear,7
1.8368181503558767,1.1642320817480134,0.45392305188874993,poly_deg_2,7
0.7607319378128578,0.5045778977190404,0.906333386501836,lgbm,7
1.942122166499237,1.162147584248404,0.3876059802383658,linear,8
1.9408507086045128,1.1849236521094797,0.3884075552874261,poly_deg_2,8
0.9593739720072101,0.5370044846313935,0.8505645229384775,lgbm,8
1.8902471855734264,1.0950261683792293,0.447784985813498,linear,9
1.995836192383363,1.1792437077784679,0.3843685500374997,poly_deg_2,9
0.9920703972512435,0.5538524501792373,0.847890621519984,lgbm,9
1.6501072571075748,1.0202105563509019,0.5976179801343328,linear,10
1.8457584724934224,1.1347945035387597,0.49654117373709017,poly_deg_2,10
0.8870342343452725,0.5175760843586364,0.8837226888144872,lgbm,10
1.5374500638147621,1.0036845501520046,0.6416618348180363,linear,11
1.7625554713380298,1.0756045910226621,0.5290480320479404,poly_deg_2,11
0.8917832491896504,0.5314361770638978,0.8794382206675826,lgbm,11
1.5709738441957357,0.9541477531758116,0.5869996383571,linear,12
1.86536577230781,1.0941933060770226,0.4177083928398295,poly_deg_2,12
0.8010222227828002,0.5045542093912797,0.8926253767436233,lgbm,12
1.734252311684449,1.0208804938974285,0.5383343229220058,linear,13
1.9464449665387347,1.1563238364308766,0.41844970315455376,poly_deg_2,13
0.8858260278898552,0.5636039373480141,0.8795519156201702,lgbm,13
1.7556319845620627,1.0932769333146077,0.5207339597929248,linear,14
1.8792540876374486,1.170127268678212,0.4508630144595731,poly_deg_2,14
0.9965493297589197,0.6201165942922733,0.8455786691578089,lgbm,14
1.6344259822236042,1.0664146550157325,0.5686014341733593,linear,15
1.7829428556221942,1.1586189074636633,0.48663881380270213,poly_deg_2,15
0.9887943408480518,0.6370202147756481,0.8421079999372612,lgbm,15
1.6852339559610217,1.0769703314649774,0.5711177769237226,linear,16
1.8561287238029367,1.169543176561981,0.47972395993937855,poly_deg_2,16
0.9851980821734898,0.6034562153874681,0.853423361211218,lgbm,16
1.739304175397857,1.0688870545309608,0.5150535542180472,linear,17
1.8025598833935494,1.0831932593532732,0.479138683205488,poly_deg_2,17
1.055320593471103,0.6229957532008382,0.8214698673492175,lgbm,17
1.6913524954766121,1.0603126307872166,0.4916080769745106,linear,18
1.7446313239926363,1.0793410892028443,0.45907417436873266,poly_deg_2,18
1.0383206405173195,0.6154061071189041,0.8084009463001047,lgbm,18
1.8481537479573225,1.1306548049051675,0.4417951682628257,linear,19
1.8021674536959944,1.1303663812518394,0.46922839490838986,poly_deg_2,19
0.9679448111230863,0.6007070042598802,0.8468847003126675,lgbm,19
1.8293097702603842,1.1679159140757416,0.49379618254067503,linear,20
1.7944121044334838,1.1100132399540077,0.5129256176429611,poly_deg_2,20
1.0308030656471767,0.6307904204970373,0.8392680139089609,lgbm,20
1.8105166834013813,1.2190229607086607,0.5077670344724271,linear,21
1.7950305708078986,1.170107299822827,0.5161515744118583,poly_deg_2,21
1.1097646108262074,0.6651364113794298,0.8150614805295873,lgbm,21
1.907303356478438,1.2776274079256655,0.4759518491252225,linear,22
1.8803216859600724,1.2397239172894172,0.49067387107024574,poly_deg_2,22
1.0360304989214641,0.6316553505912826,0.845376062734915,lgbm,22
1.8922257539924818,1.2673428817492758,0.48756956356547454,linear,23
1.8347943652366558,1.2013281372968572,0.5182033072579679,poly_deg_2,23
1.0342978609694007,0.617649499776515,0.8468982086656512,lgbm,23
1.9946350314069088,1.3373056785006328,0.4603872807258629,linear,24
1.9738762936666947,1.2961389400657313,0.47156064247447305,poly_deg_2,24
1.045886086986826,0.608882038004361,0.8516375265642235,lgbm,24
2.1265101604604095,1.4442080604187535,0.4484164491946865,linear,25
2.1012724524436686,1.3865373837197272,0.4614312924472562,poly_deg_2,25
1.0839351342032428,0.6334525142217987,0.8566878639556149,lgbm,25
2.164189896811285,1.5074131511346878,0.4462635811123289,linear,26
2.1297832783917885,1.4582262288677528,0.463730394294415,poly_deg_2,26
1.160294812684217,0.6661445315282752,0.8408344557976742,lgbm,26
2.2169598707611113,1.5422837634935191,0.4078681804107058,linear,27
2.189210710294098,1.505328112660425,0.42259855837064086,poly_deg_2,27
1.2397975975028406,0.7272538330506483,0.8148156351268852,lgbm,27
2.2567276365678435,1.5434744618216425,0.3825464842245976,linear,28
2.212894946377354,1.4830374172760012,0.4062992918557389,poly_deg_2,28
1.2465657124203327,0.7365833712779696,0.8116019829825782,lgbm,28
2.2199411039401746,1.525837202275535,0.405234283776137,linear,29
2.1803555417155853,1.465310598828079,0.4262566595358869,poly_deg_2,29
1.2152568706665994,0.7241134348385899,0.8217624549296895,lgbm,29
2.246476369257993,1.5368886021752972,0.3955061926303015,linear,30
2.2496877962011053,1.512861636945191,0.39377666161867575,poly_deg_2,30
1.2013163383614005,0.7298645414123742,0.8271366542998533,lgbm,30
2.281666595362561,1.5478155982873487,0.36830641357164007,linear,31
2.269536538013351,1.5182240426420834,0.37500512351510273,poly_deg_2,31
1.213274924020199,0.732789932067659,0.8213839246607634,lgbm,31
2.343082884169601,1.5968749420769652,0.32495575413604416,linear,32
2.314762565100284,1.582620881493509,0.34117535462340154,poly_deg_2,32
1.2992593150609884,0.778692697575588,0.7924376329130971,lgbm,32
2.436124606035126,1.700987465213323,0.3108299341032429,linear,33
2.4261237568464016,1.695960851946179,0.31647672135844596,poly_deg_2,33
1.308673036177226,0.7846943331410423,0.801120638274873,lgbm,33
2.4900716432832457,1.8052327152670418,0.3209418643393811,linear,34
2.489187368422401,1.7942084580602782,0.32142407329091194,poly_deg_2,34
1.2903551483581397,0.776165076277518,0.8176516703524621,lgbm,34
2.610905589139441,1.9590250079629659,0.3015103107303049,linear,35
2.60710082725441,1.9459064537920654,0.3035445861660342,poly_deg_2,35
1.3438261345002194,0.7791452114184347,0.8149607627121076,lgbm,35
2.8102215701832645,2.1703655863528395,0.26391848782471705,linear,36
2.8078528672728296,2.152795175348437,0.26515883387158623,poly_deg_2,36
1.4034999562448214,0.7989734896750945,0.8164013046084769,lgbm,36
2.9647285321934977,2.3431403915481788,0.2425958393752663,linear,37
2.940913115428873,2.291275388077636,0.2547152945592518,poly_deg_2,37
1.40918736563391,0.7890263300486197,0.8288821550771082,lgbm,37
3.0765340059805646,2.4709036631412533,0.2303596701796069,linear,38
3.036540575264176,2.390561148050914,0.2502395031906912,poly_deg_2,38
1.3810888571247923,0.7503037205851606,0.8449014920372724,lgbm,38
3.206487853545976,2.6130802588861477,0.20704992624139473,linear,39
3.1566652434534386,2.5176259191928594,0.23150029950748785,poly_deg_2,39
1.3476610659036115,0.7097481486092284,0.8599290709927148,lgbm,39
